"cycle","individual","origin_busstop","destin_busstop","origin_zone","destin_zone","trip_type","busline","direction","bus_distance","walk_distance","wait_time","board_time","arrival_time"
1920,80441,1668,32,24,7,2,"L66",2,9710,0,6600,9090,13220
1920,81003,1668,32,24,7,2,"L66",2,9710,0,7200,9090,13220
1920,80983,1668,32,24,7,2,"L66",2,9710,0,9000,9090,13220
1920,80503,1669,32,24,7,2,"L66",2,9389,0,9600,9730,13220
1920,61064,1672,32,27,7,2,"L66",2,6796,375,9000,10880,13220
1920,24718,34,39,7,12,2,"L14",1,3364,398,12600,12650,13510
1920,58956,55,58,21,21,2,"L13",1,4329,269,12600,12920,13710
1920,72262,157,59,23,27,2,"L5",2,3703,0,12000,12030,13600
1920,74361,157,59,23,27,2,"L5",2,3703,0,12000,12030,13600
1920,71397,157,59,23,27,2,"L5",2,3703,14,12000,12030,13600
1920,75194,157,59,23,27,2,"L5",2,3703,14,12000,12030,13600
1920,75020,156,59,23,27,2,"L5",2,3814,0,12000,12030,13600
1920,71618,156,59,23,27,2,"L5",2,3814,0,12000,12030,13600
1920,71666,769,59,23,27,2,"L5",2,4044,0,12000,12030,13600
1920,71734,769,59,23,27,2,"L5",2,4044,0,12000,12030,13600
1920,71874,769,59,23,27,2,"L5",2,4044,0,12000,12030,13600
1920,75178,769,59,23,27,2,"L5",2,4044,0,12000,12030,13600
1920,74486,460,59,24,27,2,"L5",2,2548,370,10800,12820,13600
1920,97347,206,60,27,12,2,"L14",2,4066,19,10800,11700,13540
1920,97536,207,60,27,12,2,"L14",2,3711,379,10800,11870,13540
1920,97521,208,60,27,12,2,"L14",2,3516,80,11400,12030,13540
1920,78977,208,60,27,12,2,"L14",2,3516,371,10800,12030,13540
1920,97679,212,60,27,12,2,"L14",2,2437,0,11400,12840,13540
1920,97813,212,60,27,12,2,"L14",2,2437,0,12600,12840,13540
1920,63216,56,64,21,7,2,"L13",1,7328,41,11400,11550,13220
1920,65235,58,64,21,7,2,"L13",1,4231,41,10200,12070,13220
1920,99337,464,64,27,7,2,"L22",2,3739,90,12600,12810,13650
1920,65043,464,64,27,7,2,"L22",2,3739,161,12600,12810,13650
1920,51920,61,64,12,7,2,"L22",2,2154,41,13200,13280,13650
1920,77678,767,64,23,7,2,"L27",2,7357,41,10800,11340,13690
1920,48473,221,66,11,7,2,"L15",2,6913,0,11400,11430,13230
1920,77623,1652,66,23,7,2,"L6",2,9703,307,10200,10540,13290
1920,82093,1666,66,24,7,2,"L66",2,9235,70,9000,9780,13720
1920,82306,1666,66,24,7,2,"L66",2,9235,182,9000,9780,13720
1920,81550,1666,66,24,7,2,"L66",2,9235,182,9000,9780,13720
1920,81451,1668,66,24,7,2,"L66",2,8485,70,10200,10360,13720
1920,98454,211,66,27,7,2,"L66",2,6654,467,11400,11500,13720
1920,61307,464,66,27,7,2,"L5",2,5529,342,10200,12180,13750
1920,25658,31,86,7,13,2,"L11",2,3722,267,12600,12760,13640
1920,1404,32,86,7,13,2,"L11",2,3163,354,10800,12930,13640
1920,39915,1179,111,18,10,2,"L36",2,3061,202,10800,12370,13240
1920,39548,1179,111,18,10,2,"L36",2,3061,202,11400,12370,13240
1920,40286,1179,111,18,10,2,"L36",2,3061,202,11400,12370,13240
1920,39886,1179,111,18,10,2,"L36",2,3061,202,11400,12370,13240
1920,40581,1179,111,18,10,2,"L36",2,3061,202,11400,12370,13240
1920,38366,1179,111,18,10,2,"L36",2,3061,202,12000,12370,13240
1920,40465,1179,111,18,10,2,"L36",2,3061,329,10800,12370,13240
1920,41030,1180,111,9,10,2,"L36",2,1988,0,12000,12790,13240
1920,41008,1180,111,9,10,2,"L36",2,1988,0,12000,12790,13240
1920,38799,1180,111,9,10,2,"L36",2,1988,17,10800,12790,13240
1920,43042,1180,111,9,10,2,"L36",2,1988,17,10800,12790,13240
1920,42789,1180,111,9,10,2,"L36",2,1988,17,12000,12790,13240
1920,39399,1180,111,9,10,2,"L36",2,1988,17,12000,12790,13240
1920,37927,1180,111,9,10,2,"L36",2,1988,17,12600,12790,13240
1920,44252,138,144,10,9,2,"L12",2,2948,6,12000,12140,13220
1920,44633,140,144,10,9,2,"L12",2,2196,46,12000,12480,13220
1920,46287,140,144,10,9,2,"L12",2,2196,6,12600,12620,13220
1920,43944,141,144,10,9,2,"L12",2,1880,366,12600,12620,13220
1920,44669,142,144,10,9,2,"L12",2,1330,6,12600,12820,13220
1920,46229,21,144,10,9,2,"L12",2,5915,6,12000,12290,13560
1920,43872,138,144,10,9,2,"L12",2,2948,6,12600,12600,13560
1920,44580,138,144,10,9,2,"L12",2,2948,6,12600,12600,13560
1920,44714,143,151,10,18,2,"L12",2,3526,109,10200,12230,13590
1920,44195,143,151,10,18,2,"L12",2,3526,160,10200,12230,13590
1920,43921,143,151,10,18,2,"L12",2,3526,146,10200,12230,13590
1920,44813,143,151,10,18,2,"L12",2,3526,146,10200,12230,13590
1920,24775,619,262,6,16,2,"L262",1,2395,309,10800,12620,13260
1920,25930,619,262,6,16,2,"L262",1,2395,398,10800,12620,13260
1920,10047,261,262,2,16,2,"L26",1,1118,178,13200,13290,13500
1920,10626,261,262,2,16,2,"L26",1,1118,178,13200,13290,13500
1920,12975,261,262,2,16,2,"L26",1,1118,174,13200,13290,13500
1920,12693,261,262,2,16,2,"L26",1,1118,174,13200,13290,13500
1920,10550,261,262,2,16,2,"L26",1,1118,191,13200,13290,13500
1920,14276,261,262,2,16,2,"L26",1,1118,246,13200,13290,13500
1920,14561,261,262,2,16,2,"L26",1,1118,246,13200,13290,13500
1920,53353,291,294,16,16,2,"L17",2,2660,270,12600,12760,13290
1920,53132,293,294,16,16,2,"L17",2,1189,173,12600,13140,13290
1920,53089,278,294,16,16,2,"L17",2,20357,218,10200,10680,13340
1920,53222,280,294,16,16,2,"L17",2,19707,173,10200,10900,13340
1920,54591,281,294,16,16,2,"L17",2,19302,173,10200,11070,13340
1920,42816,1339,320,9,10,2,"L4",2,2868,0,11400,12000,13290
1920,43148,1338,320,9,10,2,"L4",2,3141,0,12000,12000,13290
1920,23831,1342,320,5,10,2,"L4",2,1946,324,12000,12550,13290
1920,43025,1340,320,9,10,2,"L4",2,2528,0,11400,12160,13320
1920,42855,1341,320,9,10,2,"L4",2,2157,0,9600,12450,13320
1920,24343,1342,320,5,10,2,"L4",2,1946,0,12600,12680,13320
1920,42875,1341,320,9,10,2,"L4",2,2157,47,12600,12680,13320
1920,24401,1342,320,5,10,2,"L4",2,1946,324,12600,12680,13320
1920,3720,1,347,1,2,2,"L2",1,3787,392,9600,9990,13490
1920,19211,340,347,3,2,2,"L2",1,2901,61,9600,11260,13490
1920,18729,340,347,3,2,2,"L2",1,2901,61,10200,11260,13490
1920,19111,340,347,3,2,2,"L2",1,2901,61,10800,11260,13490
1920,18006,340,347,3,2,2,"L2",1,2901,52,7200,11260,13490
1920,18971,340,347,3,2,2,"L2",1,2901,52,8400,11260,13490
1920,17497,340,347,3,2,2,"L2",1,2901,61,9000,11260,13490
1920,18682,340,347,3,2,2,"L2",1,2901,61,9000,11590,13490
1920,19127,340,347,3,2,2,"L2",1,2901,61,8400,11590,13490
1920,18463,341,347,3,2,2,"L2",1,2547,52,10200,11590,13490
1920,17815,340,347,3,2,2,"L2",1,2901,72,10200,11590,13490
1920,19463,341,347,3,2,2,"L2",1,2547,52,9000,11920,13490
1920,18666,342,347,3,2,2,"L2",1,2107,70,8400,11920,13490
1920,19002,342,347,3,2,2,"L2",1,2107,52,11400,11920,13490
1920,17671,341,347,3,2,2,"L2",1,2547,63,10200,11920,13490
1920,19439,341,347,3,2,2,"L2",1,2547,52,8400,11920,13490
1920,17887,342,347,3,2,2,"L2",1,2107,70,9000,11920,13490
1920,18905,342,347,3,2,2,"L2",1,2107,52,7800,12170,13490
1920,19408,342,347,3,2,2,"L2",1,2107,52,9000,12170,13490
1920,17461,342,347,3,2,2,"L2",1,2107,70,9000,12170,13490
1920,14556,343,347,2,2,2,"L2",1,1953,52,7200,12170,13490
1920,19014,342,347,3,2,2,"L2",1,2107,52,10200,12170,13490
1920,12560,343,347,2,2,2,"L2",1,1953,52,7800,12170,13490
1920,10994,343,347,2,2,2,"L2",1,1953,52,9000,12420,13490
1920,12936,343,347,2,2,2,"L2",1,1953,52,7200,12420,13490
1920,18974,342,347,3,2,2,"L2",1,2107,52,7800,12420,13490
1920,15236,344,347,2,2,2,"L2",1,1732,52,10200,12420,13490
1920,12547,343,347,2,2,2,"L2",1,1953,52,10200,12420,13490
1920,13394,344,347,2,2,2,"L2",1,1732,52,11400,12730,13490
1920,15308,344,347,2,2,2,"L2",1,1732,127,12000,12730,13490
1920,10824,345,347,2,2,2,"L2",1,1428,52,12000,12730,13490
1920,13944,345,347,2,2,2,"L2",1,1428,52,11400,12730,13490
1920,10431,344,347,2,2,2,"L2",1,1732,63,12600,12730,13490
1920,12135,344,347,2,2,2,"L2",1,1732,52,8400,13040,13490
1920,10423,344,347,2,2,2,"L2",1,1732,138,10800,13040,13490
1920,10761,345,347,2,2,2,"L2",1,1428,52,9600,13040,13490
1920,14782,344,347,2,2,2,"L2",1,1732,127,9600,13040,13490
1920,52460,1324,363,15,8,2,"L39",2,7286,30,10800,11940,13480
1920,30525,1327,363,8,8,2,"L39",2,2739,30,12000,12650,13480
1920,28655,1327,363,8,8,2,"L39",2,2739,179,12600,12650,13480
1920,27931,946,363,8,8,2,"L39",2,1978,30,12000,12940,13480
1920,27387,946,363,8,8,2,"L39",2,1978,30,12600,12940,13480
1920,27589,946,363,8,8,2,"L39",2,1978,30,12000,12940,13480
1920,27659,946,363,8,8,2,"L39",2,1978,30,12000,12940,13480
1920,33690,946,363,8,8,2,"L39",2,1978,30,12600,12940,13480
1920,27937,946,363,8,8,2,"L39",2,1978,30,12600,12940,13480
1920,26714,947,363,8,8,2,"L39",2,584,30,12000,13250,13480
1920,27669,947,363,8,8,2,"L39",2,584,30,12000,13250,13480
1920,29890,947,363,8,8,2,"L39",2,584,30,13200,13250,13480
1920,26874,947,363,8,8,2,"L39",2,584,99,12000,13250,13480
1920,37608,947,363,8,8,2,"L39",2,584,99,12600,13250,13480
1920,37742,947,363,8,8,2,"L39",2,584,99,12600,13250,13480
1920,77324,769,464,23,27,2,"L5",2,3230,54,11400,11760,13460
1920,56486,540,506,20,1,2,"L35",2,3963,170,12000,12610,13520
1920,54558,289,860,16,16,2,"L28",2,13760,232,12600,12680,13460
1920,54637,289,860,16,16,2,"L28",2,13760,235,12600,12680,13460
1920,54432,289,860,16,16,2,"L28",2,13760,235,12600,12680,13460
1920,53506,289,860,16,16,2,"L28",2,13760,235,12600,12680,13460
1920,53165,289,860,16,16,2,"L28",2,13760,235,12600,12680,13460
1920,61819,981,983,21,21,2,"L3",2,1576,50,11400,13040,13240
1920,61351,982,983,21,21,2,"L3",2,1218,80,12600,13040,13240
1920,47874,256,990,11,11,2,"L30",1,4178,133,12600,12970,13520
1920,48576,255,990,11,11,2,"L30",1,4484,204,12600,12850,13580
1920,48300,257,990,11,11,2,"L30",1,3797,472,13200,13200,13580
1920,48194,257,990,11,11,2,"L30",1,3797,472,12000,13200,13580
1920,48615,257,990,11,11,2,"L30",1,3797,472,13200,13200,13580
1920,39507,1179,1268,18,9,2,"L38",2,3211,252,12600,12900,13350
1920,40856,1179,1268,18,9,2,"L38",2,3211,252,12600,12900,13350
1920,37873,1179,1268,18,9,2,"L38",2,3211,379,12600,12900,13350
1920,47428,950,1647,11,21,2,"L6",1,2315,22,12000,12780,13710
1920,47136,952,1647,11,21,2,"L6",1,1790,0,12600,13060,13710
1980,75982,767,63,23,12,2,"L5",2,6839,368,13200,15070,18110
1980,75982,991,951,11,11,3,"L30",2,5249,461,18110,18800,19210
1980,76112,156,63,23,12,2,"L5",2,6003,0,15600,15790,18110
1980,76112,991,951,11,11,3,"L30",2,5249,344,18110,18800,19210
1980,63073,53,63,23,12,2,"L10",2,8902,453,13200,16160,18360
1980,63073,991,951,11,11,3,"L30",2,5249,129,18360,18800,19210
1980,62752,53,63,23,12,2,"L10",2,8902,492,12600,16160,18360
1980,62752,991,951,11,11,3,"L30",2,5249,129,18360,18800,19210
1980,22135,375,506,4,1,2,"251",2,626,249,15600,15650,15870
1980,22135,2,183,7,23,3,"L5",1,8845,169,15870,16010,19210
1980,19433,2,183,7,23,1,"L5",1,8845,187,16200,16310,19210
1980,19569,2,183,7,23,1,"L5",1,8845,415,15600,16310,19210
1980,25378,20,29,6,6,2,"L1",2,6585,194,13200,15100,16900
1980,25378,34,183,7,23,3,"L5",1,6264,194,16900,17080,19210
1980,83439,208,32,27,7,2,"L14",2,8685,371,10200,10750,13670
1980,83439,32,100,7,25,3,"L11",2,9752,0,13670,16010,19220
1980,83325,208,32,27,7,2,"L14",2,8685,371,12000,12030,15400
1980,83325,32,100,7,25,3,"L11",2,9752,40,15400,16010,19220
1980,70519,504,32,22,7,2,"L3",2,10845,386,12000,12140,15760
1980,70519,32,100,7,25,3,"L11",2,9752,40,15760,16010,19220
1980,87906,378,303,25,26,2,"L20",2,1644,119,16800,17880,18520
1980,87906,98,100,25,25,3,"L11",2,871,64,18520,18910,19220
1980,64959,43,303,21,26,2,"L21",2,8010,64,16200,16330,18550
1980,64959,98,100,25,25,3,"L11",2,871,104,18550,18910,19220
1980,64956,44,303,21,26,2,"L21",2,7409,449,13200,16840,18550
1980,64956,98,100,25,25,3,"L11",2,871,64,18550,18910,19220
1980,25515,7,1649,6,21,2,"L6",1,6627,192,14400,14450,16040
1980,25515,44,308,21,26,3,"L21",2,9171,226,16040,17040,19220
1980,83634,1668,209,24,27,2,"L66",2,1444,55,14400,15430,16250
1980,83634,402,308,27,26,3,"L21",2,7347,89,16250,17610,19220
1980,83673,1666,209,24,27,2,"L66",2,2194,99,13800,14810,16250
1980,83673,402,308,27,26,3,"L21",2,7347,55,16250,17610,19220
1980,76806,183,741,23,23,2,"L5",1,1776,213,15000,16840,17600
1980,76806,52,399,23,21,3,"L9",1,2993,307,17600,17710,19220
1980,91243,379,363,26,8,2,"L20",2,17487,30,12000,12460,18010
1980,91243,862,863,8,8,3,"L39",1,2110,30,18010,18630,19230
1980,91153,303,363,26,8,2,"L20",2,16239,30,11400,13090,18010
1980,91153,862,863,8,8,3,"L39",1,2110,30,18010,18630,19230
1980,90916,308,363,26,8,2,"L20",2,14505,30,13800,13890,18010
1980,90916,862,863,8,8,3,"L39",1,2110,30,18010,18630,19230
1980,52120,84,363,13,8,2,"L20",2,8543,190,12600,15250,18010
1980,52120,862,863,8,8,3,"L39",1,2110,30,18010,18630,19230
1980,1565,380,363,1,8,2,"L20",2,7465,44,14400,15490,18010
1980,1565,862,863,8,8,3,"L39",1,2110,99,18010,18630,19230
1980,29641,389,363,8,8,2,"L20",2,1691,125,17400,17520,18010
1980,29641,862,863,8,8,3,"L39",1,2110,69,18010,18630,19230
1980,29542,390,363,8,8,2,"L20",2,1243,30,16800,17670,18010
1980,29542,862,863,8,8,3,"L39",1,2110,30,18010,18630,19230
1980,1430,1695,364,1,8,2,"L9",1,1631,110,12600,15980,16540
1980,1430,862,863,8,8,3,"L39",1,2110,102,16540,18630,19230
1980,68766,51,364,22,8,2,"L9",1,16514,102,11400,11430,17670
1980,68766,862,863,8,8,3,"L39",1,2110,30,17670,18630,19230
1980,89204,76,2,26,7,1,"L11",1,7769,372,16200,16990,19250
1980,88984,76,2,26,7,1,"L11",1,7769,539,16800,16990,19250
1980,65903,42,76,21,26,1,"L21",2,12799,0,15600,16110,19250
1980,65513,53,56,23,21,2,"L10",2,4864,363,9600,12010,12970
1980,65513,43,76,21,26,3,"L21",2,10027,50,12970,16330,19250
1980,78375,52,56,23,21,2,"L10",2,5607,0,12600,12970,14260
1980,78375,43,76,21,26,3,"L21",2,10027,16,14260,16330,19250
1980,78068,52,56,23,21,2,"L10",2,5607,89,12600,12970,14260
1980,78068,43,76,21,26,3,"L21",2,10027,0,14260,16330,19250
1980,77980,52,56,23,21,2,"L10",2,5607,298,12000,12970,14260
1980,77980,43,76,21,26,3,"L21",2,10027,50,14260,16330,19250
1980,65536,53,56,23,21,2,"L10",2,4864,363,12000,13910,14890
1980,65536,43,76,21,26,3,"L21",2,10027,0,14890,16330,19250
1980,65982,44,76,21,26,1,"L21",2,9426,633,15600,16840,19250
1980,78080,158,54,23,21,2,"L13",1,1622,260,15000,15060,15600
1980,78080,44,76,21,26,3,"L21",2,9426,188,15600,16840,19250
1980,65701,44,76,21,26,1,"L21",2,9426,435,16800,16840,19250
1980,83737,1666,209,24,27,2,"L66",2,2194,167,10200,13390,14830
1980,83737,402,76,27,26,3,"L21",2,7602,55,14830,17460,19250
1980,28302,947,363,8,8,2,"L29",2,584,69,9600,11360,11690
1980,28302,363,3,8,7,3,"L6",1,9582,396,11690,15360,19250
1980,52348,1326,363,15,8,2,"L39",2,5931,158,12000,12200,13480
1980,52348,363,3,8,7,3,"L6",1,9582,396,13480,15360,19250
1980,28193,947,363,8,8,2,"L39",2,584,69,12600,13250,13480
1980,28193,363,3,8,7,3,"L6",1,9582,372,13480,15360,19250
1980,28275,1327,363,8,8,2,"L39",2,2739,0,12000,12650,13480
1980,28275,363,3,8,7,3,"L6",1,9582,396,13480,15360,19250
1980,55313,1625,17,18,6,2,"L441",2,3923,114,15000,15510,16290
1980,55313,180,226,7,11,3,"L23",1,4437,169,16290,17820,19260
1980,98073,206,66,27,7,2,"L14",2,8010,201,14400,14810,17220
1980,98073,180,226,7,11,3,"L23",1,4437,172,17220,17820,19260
1980,6593,1678,1651,1,23,1,"L9",2,13793,0,13200,14160,19260
1980,42035,1268,18,9,6,2,"L38",2,4734,41,15000,15100,16100
1980,42035,180,1651,7,23,3,"L9",2,7558,87,16100,16300,19260
1980,42234,111,619,10,6,2,"L36",2,3966,353,11400,13240,14830
1980,42234,180,1651,7,23,3,"L9",2,7558,87,14830,16300,19260
1980,42389,111,619,10,6,2,"L36",2,3966,392,10200,13240,14830
1980,42389,180,1651,7,23,3,"L9",2,7558,293,14830,16300,19260
1980,989,1,18,1,6,2,"L66",1,2838,0,8400,8430,9350
1980,989,18,1701,6,8,3,"L9",1,10995,0,9350,14840,19260
1980,20926,381,388,4,8,2,"L20",2,5233,111,16800,16820,18280
1980,20926,368,1701,8,8,3,"L9",1,1278,111,18280,18640,19260
1980,76548,51,66,22,7,2,"L10",2,12409,350,11400,11420,15090
1980,76548,18,235,6,19,3,"L16",1,8913,129,15090,16120,19270
1980,32707,389,180,8,7,2,"L9",2,10362,136,11400,11460,15020
1980,32707,18,235,6,19,3,"L16",1,8913,146,15020,16120,19270
1980,238,347,349,2,16,1,"L2",1,969,505,15600,18520,19270
1980,32749,366,90,8,20,1,"L20",1,12373,14,12600,15910,19280
1980,92705,76,388,26,8,2,"L20",2,12492,0,7200,7290,10870
1980,92705,388,39,8,12,3,"L9",2,14639,65,10870,13760,19280
1980,86397,67,18,25,6,2,"L11",1,11871,31,12000,13210,17090
1980,86397,180,39,7,12,3,"L9",2,4169,106,17090,17730,19280
1980,45190,112,17,10,6,2,"L12",1,6720,148,12600,15270,17060
1980,45190,180,39,7,12,3,"L9",2,4169,152,17060,17730,19280
1980,92265,76,79,26,20,2,"L20",2,1418,71,12000,14860,15280
1980,92265,79,143,20,10,3,"L12",2,14937,0,15280,15350,19290
1980,56729,79,506,20,1,2,"L33",2,4926,201,13200,14320,15590
1980,56729,2,223,7,11,3,"L16",1,4787,0,15590,17450,19290
1980,56742,81,506,20,1,2,"L33",2,4102,170,11400,14800,15590
1980,56742,2,223,7,11,3,"L16",1,4787,0,15590,17450,19290
1980,21307,374,506,4,1,2,"251",2,1027,170,15000,15500,15870
1980,21307,2,223,7,11,3,"L16",1,4787,0,15870,17450,19290
1980,18437,2,223,7,11,1,"L16",1,4787,212,16200,17650,19290
1980,36980,363,377,8,26,1,"L20",1,17127,71,12600,13680,19290
1980,16613,1692,364,2,8,2,"L9",1,3039,380,9600,9910,11240
1980,16613,364,377,8,26,3,"L20",1,16886,11,11240,14150,19290
1980,95662,93,377,26,26,1,"L20",1,2609,11,17400,18290,19290
1980,95987,93,377,26,26,1,"L20",1,2609,94,17400,18290,19290
1980,79446,460,180,24,7,2,"L27",2,6085,87,17400,17460,18790
1980,79446,619,262,6,16,3,"L262",1,2395,469,18790,18810,19290
1980,38928,1341,322,9,6,2,"L4",2,3636,149,12600,17470,18740
1980,38928,619,262,6,16,3,"L262",1,2395,498,18740,18810,19290
1980,12228,772,266,2,16,1,"L28",1,14116,146,16200,18640,19290
1980,12233,773,266,16,16,1,"L28",1,13532,732,17400,18760,19290
1980,53522,774,266,16,16,1,"L28",1,12997,465,17400,18890,19290
1980,12146,295,619,2,6,2,"L26",2,1237,172,17400,17750,18280
1980,12146,18,37,6,12,3,"L14",1,3134,86,18280,18440,19300
1980,22373,542,506,4,1,2,"L24",2,558,215,12000,14260,14540
1980,22373,1,741,1,23,3,"L5",1,10693,170,14540,14650,19310
1980,19521,358,362,3,3,2,"L2",2,1706,111,12000,13410,14100
1980,19521,2,741,7,23,3,"L5",1,10436,461,14100,15010,19310
1980,50045,256,991,11,11,2,"L30",1,7412,130,15000,15190,16240
1980,50045,36,741,12,23,3,"L5",1,7005,0,16240,16500,19310
1980,76902,183,741,23,23,1,"L5",1,1776,699,18600,18640,19310
1980,76966,186,741,23,23,1,"L5",1,1246,368,18000,18980,19310
1980,3291,1,38,1,12,1,"L10",1,5444,99,17400,17540,19320
1980,74275,768,65,23,7,1,"L5",2,8021,1140,16200,16550,19320
1980,74263,157,65,23,7,1,"L5",2,7349,658,16200,16980,19320
1980,56356,249,32,19,7,2,"L16",2,8892,0,7200,9990,13290
1980,56356,32,101,7,25,3,"L11",2,10176,112,13290,16010,19330
1980,99385,212,32,27,7,2,"L14",2,7606,76,10800,11370,13670
1980,99385,32,101,7,25,3,"L11",2,10176,112,13670,16010,19330
1980,99300,461,32,27,7,2,"L5",2,7953,47,11400,11610,14220
1980,99300,32,101,7,25,3,"L11",2,10176,112,14220,16010,19330
1980,42661,1337,32,9,7,2,"L4",2,7070,0,11400,11630,14360
1980,42661,32,101,7,25,3,"L11",2,10176,0,14360,16010,19330
1980,56342,241,32,19,7,2,"L16",2,12743,0,10200,10340,15010
1980,56342,32,101,7,25,3,"L11",2,10176,0,15010,16010,19330
1980,50477,63,32,12,7,2,"L14",2,3932,258,13800,14150,15400
1980,50477,32,101,7,25,3,"L11",2,10176,0,15400,16010,19330
1980,83452,208,32,27,7,2,"L14",2,8685,371,12600,12810,15540
1980,83452,32,101,7,25,3,"L11",2,10176,0,15540,16010,19330
1980,7929,506,90,1,20,2,"L33",1,5384,96,13800,15810,17270
1980,7929,90,101,20,25,3,"L11",2,4060,112,17270,17880,19330
1980,80159,1668,1,24,1,2,"L66",2,9710,170,10800,14030,18120
1980,80159,506,381,1,4,3,"L25",1,1062,170,18120,19070,19330
1980,74065,766,1,23,1,2,"L5",2,11012,170,12000,13900,18580
1980,74065,506,381,1,4,3,"L25",1,1062,170,18580,19070,19330
1980,74018,767,1,23,1,2,"L5",2,10372,261,12000,14510,18580
1980,74018,506,381,1,4,3,"L25",1,1062,249,18580,19070,19330
1980,74021,768,1,23,1,2,"L5",2,10097,170,12600,14710,18580
1980,74021,506,381,1,4,3,"L25",1,1062,170,18580,19070,19330
1980,42036,162,619,10,6,2,"L36",2,2996,472,9600,13940,14830
1980,42036,180,741,7,23,3,"L27",1,8702,0,14830,16810,19330
1980,42375,162,619,10,6,2,"L36",2,2996,280,10800,13940,14830
1980,42375,180,741,7,23,3,"L27",1,8702,89,14830,16810,19330
1980,42130,1180,619,9,6,2,"L36",2,5805,117,13800,14480,16610
1980,42130,180,741,7,23,3,"L27",1,8702,201,16610,16810,19330
1980,42445,162,619,10,6,2,"L36",2,2996,460,12600,15380,16610
1980,42445,180,741,7,23,3,"L27",1,8702,91,16610,16810,19330
1980,27844,1702,1680,8,2,1,"L9",2,6229,131,16800,17000,19330
1980,27813,1703,1680,8,2,1,"L9",2,5928,425,16200,17000,19330
1980,89977,303,387,26,8,2,"L20",2,13593,192,8400,8410,12370
1980,89977,388,1680,8,2,3,"L9",2,5537,131,12370,17460,19330
1980,90769,72,18,26,6,1,"L11",1,10257,156,14400,15910,19340
1980,90674,326,330,26,26,2,"L20",1,1620,78,12000,14220,14770
1980,90674,72,18,26,6,3,"L11",1,10257,275,14770,15910,19340
1980,691,506,89,1,20,2,"L33",1,4979,105,13800,15810,17120
1980,691,80,18,20,6,3,"L11",1,7482,259,17120,17310,19340
1980,69313,51,139,22,10,1,"L13",1,17513,23,12600,13560,19340
1980,75844,158,139,23,10,1,"L13",1,15824,268,15000,15060,19340
1980,18187,3,18,7,6,2,"L3",1,2372,372,15000,16820,17250
1980,18187,18,139,6,10,3,"L13",1,5427,268,17250,18190,19340
1980,65554,399,76,21,26,1,"L21",2,13498,407,15600,15960,19340
1980,65430,399,76,21,26,1,"L21",2,13498,573,13800,15960,19340
1980,65794,42,76,21,26,1,"L21",2,12799,50,16800,16860,19340
1980,70879,51,1654,22,21,2,"L6",2,1935,192,13800,15600,16760
1980,70879,44,76,21,26,3,"L21",2,9426,133,16760,17040,19340
1980,78037,158,54,23,21,2,"L13",1,1622,260,14400,14780,15600
1980,78037,44,76,21,26,3,"L21",2,9426,188,15600,17040,19340
1980,84469,68,18,25,6,2,"L11",1,11544,34,12600,13430,17090
1980,84469,619,261,6,2,3,"L262",1,1993,113,17090,18300,19340
1980,67147,250,66,22,7,2,"L16",2,7241,254,13200,14250,16640
1980,67147,619,261,6,2,3,"L262",1,1993,166,16640,18300,19340
1980,44138,115,17,10,6,2,"L12",1,5562,74,13800,15810,17060
1980,44138,619,261,6,2,3,"L262",1,1993,106,17060,18300,19340
1980,72416,459,18,24,6,2,"L43",2,6677,246,13200,13410,15600
1980,72416,619,261,6,2,3,"L262",1,1993,100,15600,18300,19340
1980,73184,52,66,23,7,2,"L10",2,11953,368,12000,12970,16370
1980,73184,619,261,6,2,3,"L262",1,1993,172,16370,18300,19340
1980,67674,504,180,22,7,2,"L23",2,5048,87,15000,16210,17640
1980,67674,619,261,6,2,3,"L262",1,1993,125,17640,18300,19340
1980,67643,250,66,22,7,2,"L16",2,7241,70,13800,14250,16640
1980,67643,619,261,6,2,3,"L262",1,1993,238,16640,18300,19340
1980,44254,318,619,10,6,2,"L36",2,2347,183,13200,17650,18260
1980,44254,619,261,6,2,3,"L262",1,1993,149,18260,18300,19340
1980,79811,1668,66,24,7,2,"L66",2,8485,70,12000,14030,17340
1980,79811,619,261,6,2,3,"L262",1,1993,238,17340,18300,19340
1980,73076,52,66,23,7,2,"L10",2,11953,400,12000,12970,16370
1980,73076,619,261,6,2,3,"L262",1,1993,100,16370,18300,19340
1980,67718,503,180,22,7,2,"L23",2,5401,87,16200,16210,17640
1980,67718,619,261,6,2,3,"L262",1,1993,112,17640,18300,19340
1980,73049,769,180,23,7,2,"L27",2,7581,87,12600,14360,16680
1980,73049,619,261,6,2,3,"L262",1,1993,113,16680,18300,19340
1980,84746,68,18,25,6,2,"L11",1,11544,212,13200,13430,17090
1980,84746,619,261,6,2,3,"L262",1,1993,100,17090,18300,19340
1980,79722,1666,66,24,7,2,"L66",2,9235,114,10200,13390,17250
1980,79722,619,261,6,2,3,"L262",1,1993,238,17250,18300,19340
1980,59454,53,66,23,7,2,"L10",2,11210,433,12600,13550,16370
1980,59454,619,261,6,2,3,"L262",1,1993,166,16370,18300,19340
1980,47537,505,180,11,7,2,"L23",2,2714,87,16800,17040,17640
1980,47537,619,261,6,2,3,"L262",1,1993,179,17640,18300,19340
1980,79461,1666,66,24,7,2,"L66",2,9235,114,10200,13390,17250
1980,79461,619,261,6,2,3,"L262",1,1993,166,17250,18300,19340
